"fixed_acidity", "fixed_acidity"_squared, "volatile_acidity", "volatile_acidity"_squared, "citric_acid", "citric_acid"_squared, "residual_sugar", "residual_sugar"_squared, "chlorides", "chlorides"_squared, "free_sulfur_dioxide", "free_sulfur_dioxide"_squared, "total_sulfur_dioxide", "total_sulfur_dioxide"_squared, "density", "density"_squared, "pH", "pH"_squared, "sulphates", "sulphates"_squared, "alcohol", "alcohol"_squared, "quality"
7.3, 53.29, 0.18, 0.0324, 0.65, 0.42250000000000004, 1.4, 1.9599999999999997, 0.046, 0.002116, 28.0, 784.0, 157.0, 24649.0, 0.9946, 0.98922916, 3.33, 11.0889, 0.62, 0.3844, 9.4, 88.36000000000001, 6.0
6.4, 40.96000000000001, 0.17, 0.028900000000000006, 0.27, 0.0729, 6.7, 44.89, 0.036, 0.0012959999999999998, 88.0, 7744.0, 223.0, 49729.0, 0.9948, 0.98962704, 3.28, 10.758399999999998, 0.35, 0.12249999999999998, 10.2, 104.03999999999999, 6.0
6.9, 47.61000000000001, 0.29, 0.0841, 0.16, 0.0256, 6.8, 46.239999999999995, 0.034, 0.0011560000000000001, 65.0, 4225.0, 212.0, 44944.0, 0.9955, 0.99102025, 3.08, 9.4864, 0.39, 0.1521, 9.0, 81.0, 6.0
6.2, 38.440000000000005, 0.21, 0.04409999999999999, 0.38, 0.1444, 6.8, 46.239999999999995, 0.036, 0.0012959999999999998, 64.0, 4096.0, 245.0, 60025.0, 0.9951, 0.9902240099999999, 3.06, 9.3636, 0.36, 0.1296, 9.3, 86.49000000000001, 6.0
6.4, 40.96000000000001, 0.23, 0.0529, 0.3, 0.09, 7.1, 50.41, 0.037, 0.0013689999999999998, 63.0, 3969.0, 236.0, 55696.0, 0.9952, 0.9904230399999999, 3.06, 9.3636, 0.34, 0.11560000000000002, 9.2, 84.63999999999999, 6.0
7.3, 53.29, 0.19, 0.0361, 0.68, 0.4624000000000001, 1.5, 2.25, 0.05, 0.0025000000000000005, 31.0, 961.0, 156.0, 24336.0, 0.9946, 0.98922916, 3.32, 11.0224, 0.64, 0.4096, 9.4, 88.36000000000001, 6.0
7.3, 53.29, 0.18, 0.0324, 0.65, 0.42250000000000004, 1.4, 1.9599999999999997, 0.046, 0.002116, 28.0, 784.0, 157.0, 24649.0, 0.9946, 0.98922916, 3.33, 11.0889, 0.62, 0.3844, 9.4, 88.36000000000001, 6.0
9.6, 92.16, 0.29, 0.0841, 0.46, 0.2116, 1.45, 2.1025, 0.039, 0.001521, 77.5, 6006.25, 223.0, 49729.0, 0.9944, 0.9888313599999999, 2.92, 8.526399999999999, 0.46, 0.2116, 9.5, 90.25, 6.0
7.2, 51.84, 0.14, 0.019600000000000003, 0.35, 0.12249999999999998, 1.2, 1.44, 0.036, 0.0012959999999999998, 15.0, 225.0, 73.0, 5329.0, 0.9938, 0.98763844, 3.46, 11.9716, 0.39, 0.1521, 9.9, 98.01, 5.0
6.9, 47.61000000000001, 0.31, 0.0961, 0.34, 0.11560000000000002, 7.4, 54.760000000000005, 0.059, 0.0034809999999999997, 36.0, 1296.0, 174.0, 30276.0, 0.9963, 0.9926136899999999, 3.46, 11.9716, 0.62, 0.3844, 11.1, 123.21, 7.0
7.5, 56.25, 0.28, 0.07840000000000001, 0.34, 0.11560000000000002, 4.2, 17.64, 0.028, 0.0007840000000000001, 36.0, 1296.0, 116.0, 13456.0, 0.991, 0.982081, 2.99, 8.940100000000001, 0.41, 0.16809999999999997, 12.3, 151.29000000000002, 8.0
8.0, 64.0, 0.22, 0.0484, 0.42, 0.17639999999999997, 14.6, 213.16, 0.044, 0.0019359999999999998, 45.0, 2025.0, 163.0, 26569.0, 1.0003, 1.0006000899999998, 3.21, 10.3041, 0.69, 0.4760999999999999, 8.6, 73.96, 7.0
7.6, 57.76, 0.31, 0.0961, 0.29, 0.0841, 10.5, 110.25, 0.04, 0.0016, 21.0, 441.0, 145.0, 21025.0, 0.9966, 0.9932115600000001, 3.04, 9.2416, 0.35, 0.12249999999999998, 9.4, 88.36000000000001, 5.0
8.4, 70.56, 0.35, 0.12249999999999998, 0.56, 0.31360000000000005, 13.8, 190.44000000000003, 0.048, 0.002304, 55.0, 3025.0, 190.0, 36100.0, 0.9993, 0.99860049, 3.07, 9.4249, 0.58, 0.3364, 9.4, 88.36000000000001, 6.0
8.0, 64.0, 0.22, 0.0484, 0.42, 0.17639999999999997, 14.6, 213.16, 0.044, 0.0019359999999999998, 45.0, 2025.0, 163.0, 26569.0, 1.0003, 1.0006000899999998, 3.21, 10.3041, 0.69, 0.4760999999999999, 8.6, 73.96, 7.0
8.1, 65.61, 0.5, 0.25, 0.47, 0.22089999999999999, 1.1, 1.2100000000000002, 0.037, 0.0013689999999999998, 23.0, 529.0, 126.0, 15876.0, 0.9938, 0.98763844, 3.21, 10.3041, 0.42, 0.17639999999999997, 10.9, 118.81, 5.0
7.0, 49.0, 0.39, 0.1521, 0.31, 0.0961, 5.3, 28.09, 0.169, 0.028561000000000003, 32.0, 1024.0, 162.0, 26244.0, 0.9965, 0.9930122500000002, 3.2, 10.240000000000002, 0.48, 0.2304, 9.4, 88.36000000000001, 5.0
8.1, 65.61, 0.5, 0.25, 0.47, 0.22089999999999999, 1.1, 1.2100000000000002, 0.037, 0.0013689999999999998, 23.0, 529.0, 126.0, 15876.0, 0.9938, 0.98763844, 3.21, 10.3041, 0.42, 0.17639999999999997, 10.9, 118.81, 5.0
8.4, 70.56, 0.35, 0.12249999999999998, 0.56, 0.31360000000000005, 13.8, 190.44000000000003, 0.048, 0.002304, 55.0, 3025.0, 190.0, 36100.0, 0.9993, 0.99860049, 3.07, 9.4249, 0.58, 0.3364, 9.4, 88.36000000000001, 6.0
6.2, 38.440000000000005, 0.22, 0.0484, 0.27, 0.0729, 1.5, 2.25, 0.064, 0.004096, 20.0, 400.0, 132.0, 17424.0, 0.9938, 0.98763844, 3.22, 10.368400000000001, 0.46, 0.2116, 9.2, 84.63999999999999, 6.0
8.0, 64.0, 0.22, 0.0484, 0.42, 0.17639999999999997, 14.6, 213.16, 0.044, 0.0019359999999999998, 45.0, 2025.0, 163.0, 26569.0, 1.0003, 1.0006000899999998, 3.21, 10.3041, 0.69, 0.4760999999999999, 8.6, 73.96, 7.0
7.6, 57.76, 0.31, 0.0961, 0.29, 0.0841, 10.5, 110.25, 0.04, 0.0016, 21.0, 441.0, 145.0, 21025.0, 0.9966, 0.9932115600000001, 3.04, 9.2416, 0.35, 0.12249999999999998, 9.4, 88.36000000000001, 5.0
7.0, 49.0, 0.24, 0.0576, 0.36, 0.1296, 4.9, 24.010000000000005, 0.083, 0.006889000000000001, 10.0, 100.0, 133.0, 17689.0, 0.9942, 0.9884336399999999, 3.33, 11.0889, 0.37, 0.1369, 10.8, 116.64000000000001, 6.0
6.6, 43.559999999999995, 0.27, 0.0729, 0.3, 0.09, 1.9, 3.61, 0.025, 0.0006250000000000001, 14.0, 196.0, 153.0, 23409.0, 0.9928, 0.9856518400000001, 3.29, 10.8241, 0.62, 0.3844, 10.5, 110.25, 6.0
7.8, 60.839999999999996, 0.16, 0.0256, 0.41, 0.16809999999999997, 1.7, 2.8899999999999997, 0.026, 0.000676, 29.0, 841.0, 140.0, 19600.0, 0.991, 0.982081, 3.02, 9.1204, 0.78, 0.6084, 12.5, 156.25, 6.0
7.7, 59.290000000000006, 0.27, 0.0729, 0.34, 0.11560000000000002, 1.8, 3.24, 0.028, 0.0007840000000000001, 26.0, 676.0, 168.0, 28224.0, 0.9911, 0.98227921, 2.99, 8.940100000000001, 0.48, 0.2304, 12.1, 146.41, 7.0
7.4, 54.760000000000005, 0.31, 0.0961, 0.74, 0.5476, 10.7, 114.48999999999998, 0.039, 0.001521, 51.0, 2601.0, 147.0, 21609.0, 0.9977, 0.9954052900000001, 3.02, 9.1204, 0.43, 0.18489999999999998, 8.7, 75.68999999999998, 5.0
8.0, 64.0, 0.45, 0.2025, 0.36, 0.1296, 8.8, 77.44000000000001, 0.026, 0.000676, 50.0, 2500.0, 151.0, 22801.0, 0.9927, 0.98545329, 3.07, 9.4249, 0.25, 0.0625, 12.7, 161.29, 8.0
7.7, 59.290000000000006, 0.27, 0.0729, 0.34, 0.11560000000000002, 1.8, 3.24, 0.028, 0.0007840000000000001, 26.0, 676.0, 168.0, 28224.0, 0.9911, 0.98227921, 2.99, 8.940100000000001, 0.48, 0.2304, 12.1, 146.41, 7.0
7.8, 60.839999999999996, 0.16, 0.0256, 0.41, 0.16809999999999997, 1.7, 2.8899999999999997, 0.026, 0.000676, 29.0, 841.0, 140.0, 19600.0, 0.991, 0.982081, 3.02, 9.1204, 0.78, 0.6084, 12.5, 156.25, 6.0
6.6, 43.559999999999995, 0.16, 0.0256, 0.29, 0.0841, 1.8, 3.24, 0.05, 0.0025000000000000005, 40.0, 1600.0, 147.0, 21609.0, 0.9912, 0.9824774399999999, 3.06, 9.3636, 0.44, 0.1936, 11.4, 129.96, 7.0
8.3, 68.89000000000001, 0.21, 0.04409999999999999, 0.4, 0.16000000000000003, 1.6, 2.5600000000000005, 0.032, 0.001024, 35.0, 1225.0, 110.0, 12100.0, 0.9907, 0.9814864900000001, 3.02, 9.1204, 0.6, 0.36, 12.9, 166.41, 7.0
7.2, 51.84, 0.32, 0.1024, 0.33, 0.10890000000000001, 1.4, 1.9599999999999997, 0.029, 0.0008410000000000001, 29.0, 841.0, 109.0, 11881.0, 0.9902, 0.9804960399999999, 3.15, 9.9225, 0.51, 0.2601, 12.8, 163.84000000000003, 7.0
6.6, 43.559999999999995, 0.16, 0.0256, 0.3, 0.09, 1.6, 2.5600000000000005, 0.034, 0.0011560000000000001, 15.0, 225.0, 78.0, 6084.0, 0.992, 0.9840639999999999, 3.38, 11.424399999999999, 0.44, 0.1936, 11.2, 125.43999999999998, 6.0
8.4, 70.56, 0.16, 0.0256, 0.33, 0.10890000000000001, 1.5, 2.25, 0.033, 0.0010890000000000001, 16.0, 256.0, 98.0, 9604.0, 0.994, 0.988036, 3.14, 9.8596, 0.42, 0.17639999999999997, 9.7, 94.08999999999999, 6.0
7.5, 56.25, 0.23, 0.0529, 0.32, 0.1024, 9.2, 84.63999999999999, 0.038, 0.001444, 54.0, 2916.0, 191.0, 36481.0, 0.9966, 0.9932115600000001, 3.04, 9.2416, 0.56, 0.31360000000000005, 9.7, 94.08999999999999, 6.0
6.2, 38.440000000000005, 0.17, 0.028900000000000006, 0.3, 0.09, 1.1, 1.2100000000000002, 0.037, 0.0013689999999999998, 14.0, 196.0, 79.0, 6241.0, 0.993, 0.986049, 3.5, 12.25, 0.54, 0.2916, 10.3, 106.09000000000002, 6.0
6.9, 47.61000000000001, 0.39, 0.1521, 0.22, 0.0484, 4.3, 18.49, 0.03, 0.0009, 10.0, 100.0, 102.0, 10404.0, 0.993, 0.986049, 3.0, 9.0, 0.87, 0.7569, 11.6, 134.56, 4.0
6.9, 47.61000000000001, 0.41, 0.16809999999999997, 0.22, 0.0484, 4.2, 17.64, 0.031, 0.0009609999999999999, 10.0, 100.0, 102.0, 10404.0, 0.993, 0.986049, 3.0, 9.0, 0.86, 0.7395999999999999, 11.6, 134.56, 4.0
7.5, 56.25, 0.23, 0.0529, 0.32, 0.1024, 9.2, 84.63999999999999, 0.038, 0.001444, 54.0, 2916.0, 191.0, 36481.0, 0.9966, 0.9932115600000001, 3.04, 9.2416, 0.56, 0.31360000000000005, 9.7, 94.08999999999999, 6.0
7.5, 56.25, 0.38, 0.1444, 0.33, 0.10890000000000001, 5.0, 25.0, 0.045, 0.002025, 30.0, 900.0, 131.0, 17161.0, 0.9942, 0.9884336399999999, 3.32, 11.0224, 0.44, 0.1936, 10.9, 118.81, 6.0
7.3, 53.29, 0.42, 0.17639999999999997, 0.38, 0.1444, 6.8, 46.239999999999995, 0.045, 0.002025, 29.0, 841.0, 122.0, 14884.0, 0.9925, 0.9850562500000001, 3.19, 10.1761, 0.37, 0.1369, 12.6, 158.76, 7.0
7.3, 53.29, 0.34, 0.11560000000000002, 0.39, 0.1521, 5.2, 27.040000000000003, 0.04, 0.0016, 45.0, 2025.0, 163.0, 26569.0, 0.9925, 0.9850562500000001, 3.3, 10.889999999999999, 0.47, 0.22089999999999999, 12.4, 153.76000000000002, 6.0
7.8, 60.839999999999996, 0.23, 0.0529, 0.28, 0.07840000000000001, 4.75, 22.5625, 0.042, 0.0017640000000000002, 45.0, 2025.0, 166.0, 27556.0, 0.9928, 0.9856518400000001, 2.96, 8.7616, 0.4, 0.16000000000000003, 11.5, 132.25, 5.0
9.0, 81.0, 0.245, 0.060024999999999995, 0.38, 0.1444, 5.9, 34.81, 0.045, 0.002025, 52.0, 2704.0, 159.0, 25281.0, 0.995, 0.990025, 2.93, 8.584900000000001, 0.35, 0.12249999999999998, 10.2, 104.03999999999999, 6.0
6.9, 47.61000000000001, 0.2, 0.04000000000000001, 0.4, 0.16000000000000003, 7.7, 59.290000000000006, 0.032, 0.001024, 51.0, 2601.0, 176.0, 30976.0, 0.9939, 0.98783721, 3.22, 10.368400000000001, 0.27, 0.0729, 11.4, 129.96, 5.0
7.4, 54.760000000000005, 0.19, 0.0361, 0.42, 0.17639999999999997, 6.4, 40.96000000000001, 0.067, 0.004489000000000001, 39.0, 1521.0, 212.0, 44944.0, 0.9958, 0.9916176400000001, 3.3, 10.889999999999999, 0.33, 0.10890000000000001, 9.6, 92.16, 6.0
8.2, 67.24, 0.2, 0.04000000000000001, 0.36, 0.1296, 8.1, 65.61, 0.035, 0.0012250000000000002, 60.0, 3600.0, 163.0, 26569.0, 0.9952, 0.9904230399999999, 3.05, 9.302499999999998, 0.3, 0.09, 10.3, 106.09000000000002, 6.0
8.0, 64.0, 0.59, 0.34809999999999997, 0.71, 0.5041, 17.35, 301.02250000000004, 0.038, 0.001444, 61.0, 3721.0, 228.0, 51984.0, 1.0, 1.0, 2.95, 8.7025, 0.75, 0.5625, 9.3, 86.49000000000001, 5.0
7.9, 62.410000000000004, 0.14, 0.019600000000000003, 0.45, 0.2025, 1.8, 3.24, 0.05, 0.0025000000000000005, 17.0, 289.0, 114.0, 12996.0, 0.9948, 0.98962704, 3.33, 11.0889, 0.49, 0.24009999999999998, 10.7, 114.48999999999998, 7.0
6.8, 46.239999999999995, 0.24, 0.0576, 0.4, 0.16000000000000003, 1.8, 3.24, 0.047, 0.002209, 34.0, 1156.0, 105.0, 11025.0, 0.99, 0.9801, 3.13, 9.796899999999999, 0.49, 0.24009999999999998, 12.8, 163.84000000000003, 8.0
9.7, 94.08999999999999, 0.14, 0.019600000000000003, 0.59, 0.34809999999999997, 1.5, 2.25, 0.049, 0.0024010000000000004, 23.0, 529.0, 142.0, 20164.0, 0.9958, 0.9916176400000001, 2.98, 8.8804, 0.62, 0.3844, 9.5, 90.25, 5.0
9.2, 84.63999999999999, 0.15, 0.0225, 0.68, 0.4624000000000001, 1.6, 2.5600000000000005, 0.046, 0.002116, 22.0, 484.0, 130.0, 16900.0, 0.9948, 0.98962704, 3.02, 9.1204, 0.45, 0.2025, 10.4, 108.16000000000001, 6.0
9.4, 88.36000000000001, 0.17, 0.028900000000000006, 0.55, 0.30250000000000005, 1.6, 2.5600000000000005, 0.049, 0.0024010000000000004, 14.0, 196.0, 94.0, 8836.0, 0.9949, 0.98982601, 3.02, 9.1204, 0.61, 0.3721, 10.3, 106.09000000000002, 6.0
5.2, 27.040000000000003, 0.365, 0.13322499999999998, 0.08, 0.0064, 13.5, 182.25, 0.041, 0.0016810000000000002, 37.0, 1369.0, 142.0, 20164.0, 0.997, 0.994009, 3.46, 11.9716, 0.39, 0.1521, 9.9, 98.01, 6.0
6.3, 39.69, 0.23, 0.0529, 0.22, 0.0484, 3.75, 14.0625, 0.039, 0.001521, 37.0, 1369.0, 116.0, 13456.0, 0.9927, 0.98545329, 3.23, 10.4329, 0.5, 0.25, 10.7, 114.48999999999998, 6.0
9.6, 92.16, 0.25, 0.0625, 0.54, 0.2916, 1.3, 1.6900000000000002, 0.04, 0.0016, 16.0, 256.0, 160.0, 25600.0, 0.9938, 0.98763844, 2.94, 8.6436, 0.43, 0.18489999999999998, 10.5, 110.25, 5.0
9.2, 84.63999999999999, 0.32, 0.1024, 0.42, 0.17639999999999997, 1.3, 1.6900000000000002, 0.046, 0.002116, 14.0, 196.0, 186.0, 34596.0, 0.9949, 0.98982601, 3.08, 9.4864, 0.48, 0.2304, 9.6, 92.16, 5.0
6.4, 40.96000000000001, 0.31, 0.0961, 0.4, 0.16000000000000003, 6.2, 38.440000000000005, 0.04, 0.0016, 46.0, 2116.0, 169.0, 28561.0, 0.9953, 0.9906220899999999, 3.15, 9.9225, 0.46, 0.2116, 9.3, 86.49000000000001, 6.0
8.1, 65.61, 0.2, 0.04000000000000001, 0.36, 0.1296, 9.7, 94.08999999999999, 0.044, 0.0019359999999999998, 63.0, 3969.0, 162.0, 26244.0, 0.997, 0.994009, 3.1, 9.610000000000001, 0.46, 0.2116, 10.0, 100.0, 6.0
7.9, 62.410000000000004, 0.255, 0.065025, 0.26, 0.06760000000000001, 2.0, 4.0, 0.026, 0.000676, 40.0, 1600.0, 190.0, 36100.0, 0.9932, 0.9864462399999999, 3.04, 9.2416, 0.39, 0.1521, 11.2, 125.43999999999998, 6.0
7.0, 49.0, 0.15, 0.0225, 0.34, 0.11560000000000002, 1.4, 1.9599999999999997, 0.039, 0.001521, 21.0, 441.0, 177.0, 31329.0, 0.9927, 0.98545329, 3.32, 11.0224, 0.62, 0.3844, 10.8, 116.64000000000001, 5.0
6.4, 40.96000000000001, 0.15, 0.0225, 0.31, 0.0961, 1.1, 1.2100000000000002, 0.044, 0.0019359999999999998, 25.0, 625.0, 96.0, 9216.0, 0.9932, 0.9864462399999999, 3.54, 12.531600000000001, 0.51, 0.2601, 10.3, 106.09000000000002, 6.0
6.4, 40.96000000000001, 0.25, 0.0625, 0.53, 0.28090000000000004, 6.6, 43.559999999999995, 0.038, 0.001444, 59.0, 3481.0, 234.0, 54756.0, 0.9955, 0.99102025, 3.03, 9.1809, 0.42, 0.17639999999999997, 8.8, 77.44000000000001, 5.0
7.6, 57.76, 0.19, 0.0361, 0.42, 0.17639999999999997, 1.5, 2.25, 0.044, 0.0019359999999999998, 6.0, 36.0, 114.0, 12996.0, 0.9914, 0.9828739599999999, 3.04, 9.2416, 0.74, 0.5476, 12.8, 163.84000000000003, 6.0
7.3, 53.29, 0.43, 0.18489999999999998, 0.37, 0.1369, 4.6, 21.159999999999997, 0.028, 0.0007840000000000001, 17.0, 289.0, 114.0, 12996.0, 0.991, 0.982081, 3.23, 10.4329, 0.43, 0.18489999999999998, 13.2, 174.23999999999998, 6.0
5.1, 26.009999999999998, 0.31, 0.0961, 0.3, 0.09, 0.9, 0.81, 0.037, 0.0013689999999999998, 28.0, 784.0, 152.0, 23104.0, 0.992, 0.9840639999999999, 3.54, 12.531600000000001, 0.56, 0.31360000000000005, 10.1, 102.00999999999999, 6.0
6.2, 38.440000000000005, 0.2, 0.04000000000000001, 0.26, 0.06760000000000001, 1.7, 2.8899999999999997, 0.093, 0.008649, 40.0, 1600.0, 161.0, 25921.0, 0.9924, 0.9848577599999999, 3.44, 11.833599999999999, 0.66, 0.43560000000000004, 11.0, 121.0, 5.0
6.9, 47.61000000000001, 0.16, 0.0256, 0.35, 0.12249999999999998, 1.3, 1.6900000000000002, 0.043, 0.0018489999999999997, 21.0, 441.0, 182.0, 33124.0, 0.9927, 0.98545329, 3.25, 10.5625, 0.62, 0.3844, 10.8, 116.64000000000001, 6.0
7.7, 59.290000000000006, 0.32, 0.1024, 0.48, 0.2304, 2.3, 5.289999999999999, 0.04, 0.0016, 28.0, 784.0, 114.0, 12996.0, 0.9911, 0.98227921, 3.2, 10.240000000000002, 0.52, 0.27040000000000003, 12.8, 163.84000000000003, 7.0
6.5, 42.25, 0.22, 0.0484, 0.72, 0.5184, 6.8, 46.239999999999995, 0.042, 0.0017640000000000002, 33.0, 1089.0, 168.0, 28224.0, 0.9958, 0.9916176400000001, 3.12, 9.7344, 0.36, 0.1296, 9.2, 84.63999999999999, 6.0
6.8, 46.239999999999995, 0.26, 0.06760000000000001, 0.33, 0.10890000000000001, 1.5, 2.25, 0.047, 0.002209, 44.0, 1936.0, 167.0, 27889.0, 0.9928, 0.9856518400000001, 3.12, 9.7344, 0.44, 0.1936, 10.5, 110.25, 6.0
5.2, 27.040000000000003, 0.37, 0.1369, 0.33, 0.10890000000000001, 1.2, 1.44, 0.028, 0.0007840000000000001, 13.0, 169.0, 81.0, 6561.0, 0.9902, 0.9804960399999999, 3.37, 11.356900000000001, 0.38, 0.1444, 11.7, 136.89, 6.0
8.4, 70.56, 0.19, 0.0361, 0.43, 0.18489999999999998, 2.1, 4.41, 0.052, 0.002704, 20.0, 400.0, 104.0, 10816.0, 0.994, 0.988036, 2.85, 8.1225, 0.46, 0.2116, 9.5, 90.25, 5.0
8.3, 68.89000000000001, 0.21, 0.04409999999999999, 0.41, 0.16809999999999997, 2.2, 4.840000000000001, 0.05, 0.0025000000000000005, 24.0, 576.0, 108.0, 11664.0, 0.994, 0.988036, 2.85, 8.1225, 0.45, 0.2025, 9.5, 90.25, 5.0
6.8, 46.239999999999995, 0.15, 0.0225, 0.32, 0.1024, 8.8, 77.44000000000001, 0.058, 0.0033640000000000002, 24.0, 576.0, 110.0, 12100.0, 0.9972, 0.9944078399999999, 3.4, 11.559999999999999, 0.4, 0.16000000000000003, 8.8, 77.44000000000001, 6.0
7.9, 62.410000000000004, 0.16, 0.0256, 0.64, 0.4096, 17.0, 289.0, 0.05, 0.0025000000000000005, 69.0, 4761.0, 210.0, 44100.0, 1.0004, 1.0008001599999998, 3.15, 9.9225, 0.51, 0.2601, 9.3, 86.49000000000001, 7.0
7.8, 60.839999999999996, 0.21, 0.04409999999999999, 0.39, 0.1521, 1.8, 3.24, 0.034, 0.0011560000000000001, 62.0, 3844.0, 180.0, 32400.0, 0.991, 0.982081, 3.09, 9.5481, 0.75, 0.5625, 12.6, 158.76, 8.0
9.0, 81.0, 0.24, 0.0576, 0.5, 0.25, 1.2, 1.44, 0.048, 0.002304, 26.0, 676.0, 107.0, 11449.0, 0.9918, 0.98366724, 3.21, 10.3041, 0.34, 0.11560000000000002, 12.4, 153.76000000000002, 6.0
5.7, 32.49, 0.21, 0.04409999999999999, 0.24, 0.0576, 2.3, 5.289999999999999, 0.047, 0.002209, 60.0, 3600.0, 189.0, 35721.0, 0.995, 0.990025, 3.65, 13.3225, 0.72, 0.5184, 10.1, 102.00999999999999, 6.0
7.8, 60.839999999999996, 0.29, 0.0841, 0.36, 0.1296, 7.0, 49.0, 0.042, 0.0017640000000000002, 38.0, 1444.0, 161.0, 25921.0, 0.9941, 0.98823481, 3.26, 10.6276, 0.37, 0.1369, 11.2, 125.43999999999998, 8.0
6.7, 44.89, 0.18, 0.0324, 0.3, 0.09, 6.4, 40.96000000000001, 0.048, 0.002304, 40.0, 1600.0, 251.0, 63001.0, 0.9956, 0.9912193600000001, 3.29, 10.8241, 0.52, 0.27040000000000003, 10.0, 100.0, 5.0
6.7, 44.89, 0.18, 0.0324, 0.3, 0.09, 6.4, 40.96000000000001, 0.048, 0.002304, 40.0, 1600.0, 251.0, 63001.0, 0.9956, 0.9912193600000001, 3.29, 10.8241, 0.52, 0.27040000000000003, 10.0, 100.0, 5.0
8.4, 70.56, 0.58, 0.3364, 0.27, 0.0729, 12.15, 147.6225, 0.033, 0.0010890000000000001, 37.0, 1369.0, 116.0, 13456.0, 0.9959, 0.99181681, 2.99, 8.940100000000001, 0.39, 0.1521, 10.8, 116.64000000000001, 6.0
7.2, 51.84, 0.16, 0.0256, 0.32, 0.1024, 0.8, 0.6400000000000001, 0.04, 0.0016, 50.0, 2500.0, 121.0, 14641.0, 0.9922, 0.9844608399999999, 3.27, 10.6929, 0.33, 0.10890000000000001, 10.0, 100.0, 6.0
7.6, 57.76, 0.54, 0.2916, 0.23, 0.0529, 2.0, 4.0, 0.029, 0.0008410000000000001, 13.0, 169.0, 151.0, 22801.0, 0.9931, 0.9862476099999999, 3.04, 9.2416, 0.33, 0.10890000000000001, 10.4, 108.16000000000001, 5.0
8.4, 70.56, 0.58, 0.3364, 0.27, 0.0729, 12.15, 147.6225, 0.033, 0.0010890000000000001, 37.0, 1369.0, 116.0, 13456.0, 0.9959, 0.99181681, 2.99, 8.940100000000001, 0.39, 0.1521, 10.8, 116.64000000000001, 6.0
6.6, 43.559999999999995, 0.25, 0.0625, 0.31, 0.0961, 12.4, 153.76000000000002, 0.059, 0.0034809999999999997, 52.0, 2704.0, 181.0, 32761.0, 0.9984, 0.9968025599999999, 3.51, 12.320099999999998, 0.47, 0.22089999999999999, 9.8, 96.04000000000002, 6.0
7.3, 53.29, 0.23, 0.0529, 0.37, 0.1369, 1.9, 3.61, 0.041, 0.0016810000000000002, 51.0, 2601.0, 165.0, 27225.0, 0.9908, 0.98168464, 3.26, 10.6276, 0.4, 0.16000000000000003, 12.2, 148.83999999999997, 8.0
7.3, 53.29, 0.39, 0.1521, 0.37, 0.1369, 1.1, 1.2100000000000002, 0.043, 0.0018489999999999997, 36.0, 1296.0, 113.0, 12769.0, 0.991, 0.982081, 3.39, 11.4921, 0.48, 0.2304, 12.7, 161.29, 8.0
7.0, 49.0, 0.46, 0.2116, 0.39, 0.1521, 6.2, 38.440000000000005, 0.039, 0.001521, 46.0, 2116.0, 163.0, 26569.0, 0.9928, 0.9856518400000001, 3.21, 10.3041, 0.35, 0.12249999999999998, 12.2, 148.83999999999997, 7.0
8.2, 67.24, 0.35, 0.12249999999999998, 0.4, 0.16000000000000003, 6.3, 39.69, 0.039, 0.001521, 35.0, 1225.0, 162.0, 26244.0, 0.9936, 0.9872409600000001, 3.15, 9.9225, 0.34, 0.11560000000000002, 11.9, 141.61, 7.0
7.8, 60.839999999999996, 0.29, 0.0841, 0.36, 0.1296, 7.0, 49.0, 0.042, 0.0017640000000000002, 38.0, 1444.0, 161.0, 25921.0, 0.9941, 0.98823481, 3.26, 10.6276, 0.37, 0.1369, 11.2, 125.43999999999998, 8.0
9.2, 84.63999999999999, 0.35, 0.12249999999999998, 0.39, 0.1521, 0.9, 0.81, 0.042, 0.0017640000000000002, 15.0, 225.0, 61.0, 3721.0, 0.9924, 0.9848577599999999, 2.96, 8.7616, 0.28, 0.07840000000000001, 10.4, 108.16000000000001, 4.0
8.0, 64.0, 0.57, 0.32489999999999997, 0.39, 0.1521, 3.9, 15.209999999999999, 0.034, 0.0011560000000000001, 22.0, 484.0, 122.0, 14884.0, 0.9917, 0.98346889, 3.29, 10.8241, 0.67, 0.4489000000000001, 12.8, 163.84000000000003, 7.0
6.5, 42.25, 0.37, 0.1369, 0.33, 0.10890000000000001, 3.9, 15.209999999999999, 0.027, 0.0007289999999999999, 40.0, 1600.0, 130.0, 16900.0, 0.9906, 0.9812883600000001, 3.28, 10.758399999999998, 0.39, 0.1521, 12.7, 161.29, 7.0
5.7, 32.49, 0.21, 0.04409999999999999, 0.24, 0.0576, 2.3, 5.289999999999999, 0.047, 0.002209, 60.0, 3600.0, 189.0, 35721.0, 0.995, 0.990025, 3.65, 13.3225, 0.72, 0.5184, 10.1, 102.00999999999999, 6.0
6.7, 44.89, 0.18, 0.0324, 0.3, 0.09, 6.4, 40.96000000000001, 0.048, 0.002304, 40.0, 1600.0, 251.0, 63001.0, 0.9956, 0.9912193600000001, 3.29, 10.8241, 0.52, 0.27040000000000003, 10.0, 100.0, 5.0
7.8, 60.839999999999996, 0.13, 0.016900000000000002, 0.3, 0.09, 1.8, 3.24, 0.04, 0.0016, 43.0, 1849.0, 179.0, 32041.0, 0.9955, 0.99102025, 3.43, 11.7649, 0.41, 0.16809999999999997, 9.0, 81.0, 5.0
